"species" "gene" "start" "end" "IfEndIsOverlapped" "IfStartIsOverlapped"
"40676" "Cobitis_choii" "COX1" 5461 7012 159 380
"40677" "Cobitis_choii" "COX2" 7171 7862 77 159
"40678" "Cobitis_choii" "ATP8" 7939 8107 -10 77
"40679" "Cobitis_choii" "ATP6" 8097 8781 -1 -10
"40680" "Cobitis_choii" "COX3" 8780 9564 73 -1
"40681" "Cobitis_choii" "ND3" 9637 9987 70 73
"40682" "Cobitis_choii" "ND4L" 10057 10354 -7 70
"40683" "Cobitis_choii" "ND4" 10347 11729 211 -7
"40684" "Cobitis_choii" "ND5" 11940 13779 -4 211
"40685" "Cobitis_choii" "ND6" 13775 14297 76 -4
"40686" "Cobitis_choii" "CytB" 14373 15514 34486 76
"23861" "Cobitis_elongatoides" "ND1" 2823 3798 214 2823
"23862" "Cobitis_elongatoides" "ND2" 4012 5057 383 214
"23863" "Cobitis_elongatoides" "COX1" 5440 6991 159 383
"23864" "Cobitis_elongatoides" "COX2" 7150 7841 77 159
"23865" "Cobitis_elongatoides" "ATP8" 7918 8086 -10 77
"23866" "Cobitis_elongatoides" "ATP6" 8076 8760 -1 -10
"23867" "Cobitis_elongatoides" "COX3" 8759 9543 73 -1
"23868" "Cobitis_elongatoides" "ND3" 9616 9966 70 73
"23869" "Cobitis_elongatoides" "ND4L" 10036 10333 -7 70
"23870" "Cobitis_elongatoides" "ND4" 10326 11708 210 -7
"23871" "Cobitis_elongatoides" "ND5" 11918 13766 -18 210
"23872" "Cobitis_elongatoides" "ND6" 13748 14270 75 -18
"23873" "Cobitis_elongatoides" "CytB" 14345 15486 34514 75
"19883" "Cobitis_matsubarai" "ND1" 2842 3817 217 2842
"19884" "Cobitis_matsubarai" "ND2" 4034 5079 381 217
"19885" "Cobitis_matsubarai" "COX1" 5460 7011 159 381
"19886" "Cobitis_matsubarai" "COX2" 7170 7861 77 159
"19887" "Cobitis_matsubarai" "ATP8" 7938 8106 -10 77
"19888" "Cobitis_matsubarai" "ATP6" 8096 8779 0 -10
"19889" "Cobitis_matsubarai" "COX3" 8779 9563 73 0
"19890" "Cobitis_matsubarai" "ND3" 9636 9986 70 73
"19891" "Cobitis_matsubarai" "ND4L" 10056 10353 -7 70
"19892" "Cobitis_matsubarai" "ND4" 10346 11728 211 -7
"19893" "Cobitis_matsubarai" "ND5" 11939 13778 1 211
"19894" "Cobitis_matsubarai" "ND6" 13779 14301 75 1
"19895" "Cobitis_matsubarai" "CytB" 14376 15517 34483 75
"35890" "Cobitis_melanoleuca_granoei" "ND1" 2844 3819 217 2844
"35891" "Cobitis_melanoleuca_granoei" "ND2" 4036 5081 380 217
"35892" "Cobitis_melanoleuca_granoei" "COX1" 5461 7012 159 380
"35893" "Cobitis_melanoleuca_granoei" "COX2" 7171 7906 103 159
"35894" "Cobitis_melanoleuca_granoei" "ATP8" 8009 8177 -10 103
"35895" "Cobitis_melanoleuca_granoei" "ATP6" 8167 8851 -1 -10
"35896" "Cobitis_melanoleuca_granoei" "COX3" 8850 9634 72 -1
"35897" "Cobitis_melanoleuca_granoei" "ND3" 9706 10055 70 72
"35898" "Cobitis_melanoleuca_granoei" "ND4L" 10125 10422 -7 70
"35899" "Cobitis_melanoleuca_granoei" "ND4" 10415 11797 211 -7
"35900" "Cobitis_melanoleuca_granoei" "ND5" 12008 13847 -4 211
"35901" "Cobitis_melanoleuca_granoei" "ND6" 13843 14365 75 -4
"35902" "Cobitis_melanoleuca_granoei" "CytB" 14440 15581 34419 75
"21951" "Cobitis_sinensis" "ND1" 2831 3806 221 2831
"21952" "Cobitis_sinensis" "ND2" 4027 5071 381 221
"21953" "Cobitis_sinensis" "COX1" 5452 7003 159 381
"21954" "Cobitis_sinensis" "COX2" 7162 7853 77 159
"21955" "Cobitis_sinensis" "ATP8" 7930 8098 -10 77
"21956" "Cobitis_sinensis" "ATP6" 8088 8769 -1 -10
"21957" "Cobitis_sinensis" "COX3" 8768 9554 70 -1
"21958" "Cobitis_sinensis" "ND3" 9624 9975 68 70
"21959" "Cobitis_sinensis" "ND4L" 10043 10340 0 68
"21960" "Cobitis_sinensis" "ND4" 10340 11720 210 0
"21961" "Cobitis_sinensis" "ND5" 11930 13760 1 210
"21962" "Cobitis_sinensis" "ND6" 13761 14289 68 1
"21963" "Cobitis_sinensis" "CytB" 14357 15498 34502 68
"22536" "Cobitis_striata" "ND1" 2841 3816 217 2841
"22537" "Cobitis_striata" "ND2" 4033 5078 381 217
"22538" "Cobitis_striata" "COX1" 5459 7010 159 381
"22539" "Cobitis_striata" "COX2" 7169 7860 77 159
"22540" "Cobitis_striata" "ATP8" 7937 8105 -10 77
"22541" "Cobitis_striata" "ATP6" 8095 8779 -1 -10
"22542" "Cobitis_striata" "COX3" 8778 9562 73 -1
"22543" "Cobitis_striata" "ND3" 9635 9985 70 73
"22544" "Cobitis_striata" "ND4L" 10055 10352 -7 70
"22545" "Cobitis_striata" "ND4" 10345 11727 211 -7
"22546" "Cobitis_striata" "ND5" 11938 13777 1 211
"22547" "Cobitis_striata" "ND6" 13778 14300 75 1
"22548" "Cobitis_striata" "CytB" 14375 15516 34484 75
"19896" "Cobitis_takatsuensis" "ND1" 2848 3823 217 2848
"19897" "Cobitis_takatsuensis" "ND2" 4040 5085 381 217
"19898" "Cobitis_takatsuensis" "COX1" 5466 7017 159 381
"19899" "Cobitis_takatsuensis" "COX2" 7176 7911 106 159
"19900" "Cobitis_takatsuensis" "ATP8" 8017 8185 -10 106
"19901" "Cobitis_takatsuensis" "ATP6" 8175 8859 -1 -10
"19902" "Cobitis_takatsuensis" "COX3" 8858 9642 73 -1
"19903" "Cobitis_takatsuensis" "ND3" 9715 10064 70 73
"19904" "Cobitis_takatsuensis" "ND4L" 10134 10431 -7 70
"19905" "Cobitis_takatsuensis" "ND4" 10424 11806 211 -7
"19906" "Cobitis_takatsuensis" "ND5" 12017 13865 -18 211
"19907" "Cobitis_takatsuensis" "ND6" 13847 14369 75 -18
"19908" "Cobitis_takatsuensis" "CytB" 14444 15585 34415 75
"8843" "Coccothraustes_coccothraustes" "ND1" 4030 5008 222 4030
"8844" "Coccothraustes_coccothraustes" "ND2" 5230 6270 360 222
"8845" "Coccothraustes_coccothraustes" "COX1" 6630 8187 144 360
"8846" "Coccothraustes_coccothraustes" "COX2" 8331 9015 71 144
"8847" "Coccothraustes_coccothraustes" "ATP8" 9086 9254 -10 71
"8848" "Coccothraustes_coccothraustes" "ATP6" 9244 9928 8 -10
"8849" "Coccothraustes_coccothraustes" "COX3" 9936 10720 69 8
"8850" "Coccothraustes_coccothraustes" "ND3" 10789 11140 72 69
"8851" "Coccothraustes_coccothraustes" "ND4L" 11212 11509 -7 72
"8852" "Coccothraustes_coccothraustes" "ND4" 11502 12880 207 -7
"8853" "Coccothraustes_coccothraustes" "ND5" 13087 14905 8 207
"8854" "Coccothraustes_coccothraustes" "CytB" 14913 16056 175 8
"8855" "Coccothraustes_coccothraustes" "ND6" 16231 16750 33250 175
"28948" "Coelodonta_antiquitatis" "ND1" 2763 3719 210 2763
"28949" "Coelodonta_antiquitatis" "ND2" 3929 4971 382 210
"28950" "Coelodonta_antiquitatis" "COX1" 5353 6898 140 382
"28951" "Coelodonta_antiquitatis" "COX2" 7038 7722 71 140
"28952" "Coelodonta_antiquitatis" "ATP8" 7793 7997 -43 71
"28953" "Coelodonta_antiquitatis" "ATP6" 7954 8635 -1 -43
"28954" "Coelodonta_antiquitatis" "COX3" 8634 9418 69 -1
"28955" "Coelodonta_antiquitatis" "ND3" 9487 9833 71 69
"28956" "Coelodonta_antiquitatis" "ND4L" 9904 10201 -7 71
"28957" "Coelodonta_antiquitatis" "ND4" 10194 11572 199 -7
"28958" "Coelodonta_antiquitatis" "ND5" 11771 13592 -17 199
"28959" "Coelodonta_antiquitatis" "ND6" 13575 14103 73 -17
"28960" "Coelodonta_antiquitatis" "CytB" 14176 15316 34684 73
"39165" "Coelophrys_brevicaudata" "ND1" 2870 3845 208 2870
"39166" "Coelophrys_brevicaudata" "ND2" 4053 5100 391 208
"39167" "Coelophrys_brevicaudata" "COX1" 5491 7054 140 391
"39168" "Coelophrys_brevicaudata" "COX2" 7194 7885 76 140
"39169" "Coelophrys_brevicaudata" "ATP8" 7961 8129 -10 76
"39170" "Coelophrys_brevicaudata" "ATP6" 8119 8802 0 -10
"39171" "Coelophrys_brevicaudata" "COX3" 8802 9587 71 0
"39172" "Coelophrys_brevicaudata" "ND3" 9658 10007 70 71
"39173" "Coelophrys_brevicaudata" "ND4L" 10077 10374 -7 70
"39174" "Coelophrys_brevicaudata" "ND4" 10367 11748 212 -7
"39175" "Coelophrys_brevicaudata" "ND5" 11960 13799 -5 212
"39176" "Coelophrys_brevicaudata" "ND6" 13794 14316 72 -5
"39177" "Coelophrys_brevicaudata" "CytB" 14388 15522 34478 72
"21769" "Coelorinchus_kishinouyei" "ND1" 2808 3780 215 2808
"21770" "Coelorinchus_kishinouyei" "ND2" 3995 5042 395 215
"21771" "Coelorinchus_kishinouyei" "COX1" 5437 6983 152 395
"21772" "Coelorinchus_kishinouyei" "COX2" 7135 7820 73 152
"21773" "Coelorinchus_kishinouyei" "ATP8" 7893 8061 -10 73
"21774" "Coelorinchus_kishinouyei" "ATP6" 8051 8734 0 -10
"21775" "Coelorinchus_kishinouyei" "COX3" 8734 9519 69 0
"21776" "Coelorinchus_kishinouyei" "ND3" 9588 9937 69 69
"21777" "Coelorinchus_kishinouyei" "ND4L" 10006 10303 -7 69
"21778" "Coelorinchus_kishinouyei" "ND4" 10296 11677 212 -7
"21779" "Coelorinchus_kishinouyei" "ND5" 11889 13734 0 212
"21780" "Coelorinchus_kishinouyei" "ND6" 13734 14256 59 0
"21781" "Coelorinchus_kishinouyei" "CytB" 14315 15455 34545 59
"26764" "Coendou_insidiosus" "ND1" 2748 3706 207 2748
"26765" "Coendou_insidiosus" "ND2" 3913 4955 388 207
"26766" "Coendou_insidiosus" "COX1" 5343 6885 150 388
"26767" "Coendou_insidiosus" "COX2" 7035 7719 69 150
"26768" "Coendou_insidiosus" "ATP8" 7788 7992 -43 69
"26769" "Coendou_insidiosus" "ATP6" 7949 8630 -1 -43
"26770" "Coendou_insidiosus" "COX3" 8629 9413 69 -1
"26771" "Coendou_insidiosus" "ND3" 9482 9828 72 69
"26772" "Coendou_insidiosus" "ND4L" 9900 10197 -7 72
"26773" "Coendou_insidiosus" "ND4" 10190 11568 212 -7
"26774" "Coendou_insidiosus" "ND5" 11780 13592 -4 212
"26775" "Coendou_insidiosus" "ND6" 13588 14113 76 -4
"26776" "Coendou_insidiosus" "CytB" 14189 15329 34671 76
"39152" "Coilia_brachygnathus" "ND1" 2857 3832 211 2857
"39153" "Coilia_brachygnathus" "ND2" 4043 5088 385 211
"39154" "Coilia_brachygnathus" "COX1" 5473 7018 155 385
"39155" "Coilia_brachygnathus" "COX2" 7173 7864 74 155
"39156" "Coilia_brachygnathus" "ATP8" 7938 8106 -10 74
"39157" "Coilia_brachygnathus" "ATP6" 8096 8780 -1 -10
"39158" "Coilia_brachygnathus" "COX3" 8779 9564 71 -1
"39159" "Coilia_brachygnathus" "ND3" 9635 9984 69 71
"39160" "Coilia_brachygnathus" "ND4L" 10053 10350 -7 69
"39161" "Coilia_brachygnathus" "ND4" 10343 11724 210 -7
"39162" "Coilia_brachygnathus" "ND5" 11934 13770 -4 210
"39163" "Coilia_brachygnathus" "ND6" 13766 14288 75 -4
"39164" "Coilia_brachygnathus" "CytB" 14363 15504 34496 75
"37020" "Coilia_grayii" "ND1" 2856 3831 211 2856
"37021" "Coilia_grayii" "ND2" 4042 5087 385 211
"37022" "Coilia_grayii" "COX1" 5472 7017 155 385
"37023" "Coilia_grayii" "COX2" 7172 7863 74 155
"37024" "Coilia_grayii" "ATP8" 7937 8105 -10 74
"37025" "Coilia_grayii" "ATP6" 8095 8779 -1 -10
"37026" "Coilia_grayii" "COX3" 8778 9563 71 -1
"37027" "Coilia_grayii" "ND3" 9634 9983 69 71
"37028" "Coilia_grayii" "ND4L" 10052 10349 -7 69
"37029" "Coilia_grayii" "ND4" 10342 11723 210 -7
"37030" "Coilia_grayii" "ND5" 11933 13769 -4 210
"37031" "Coilia_grayii" "ND6" 13765 14287 75 -4
"37032" "Coilia_grayii" "CytB" 14362 15503 34497 75
"44521" "Coilia_lindmani" "ND1" 2856 3831 211 2856
"44522" "Coilia_lindmani" "ND2" 4042 5088 384 211
"44523" "Coilia_lindmani" "COX1" 5472 7017 156 384
"44524" "Coilia_lindmani" "COX2" 7173 7864 74 156
"44525" "Coilia_lindmani" "ATP8" 7938 8106 -10 74
"44526" "Coilia_lindmani" "ATP6" 8096 8780 -1 -10
"44527" "Coilia_lindmani" "COX3" 8779 9564 71 -1
"44528" "Coilia_lindmani" "ND3" 9635 9984 69 71
"44529" "Coilia_lindmani" "ND4L" 10053 10350 -7 69
"44530" "Coilia_lindmani" "ND4" 10343 11724 210 -7
"44531" "Coilia_lindmani" "ND5" 11934 13770 -4 210
"44532" "Coilia_lindmani" "ND6" 13766 14288 75 -4
"44533" "Coilia_lindmani" "CytB" 14363 15504 34496 75
"32900" "Coilia_mystus" "ND1" 2861 3836 211 2861
"32901" "Coilia_mystus" "ND2" 4047 5092 384 211
"32902" "Coilia_mystus" "COX1" 5476 7027 156 384
"32903" "Coilia_mystus" "COX2" 7183 7874 74 156
"32904" "Coilia_mystus" "ATP8" 7948 8116 -10 74
"32905" "Coilia_mystus" "ATP6" 8106 8790 -1 -10
"32906" "Coilia_mystus" "COX3" 8789 9574 71 -1
"32907" "Coilia_mystus" "ND3" 9645 9994 69 71
"32908" "Coilia_mystus" "ND4L" 10063 10360 -7 69
"32909" "Coilia_mystus" "ND4" 10353 11734 209 -7
"32910" "Coilia_mystus" "ND5" 11943 13779 -4 209
"32911" "Coilia_mystus" "ND6" 13775 14297 75 -4
"32912" "Coilia_mystus" "CytB" 14372 15513 34487 75
"37098" "Coilia_nasus_NC_009579" "ND1" 2857 3832 213 2857
"37099" "Coilia_nasus_NC_009579" "ND2" 4045 5091 384 213
"37100" "Coilia_nasus_NC_009579" "COX1" 5475 7020 155 384
"37101" "Coilia_nasus_NC_009579" "COX2" 7175 7866 74 155
"37102" "Coilia_nasus_NC_009579" "ATP8" 7940 8108 -10 74
"37103" "Coilia_nasus_NC_009579" "ATP6" 8098 8781 0 -10
"37104" "Coilia_nasus_NC_009579" "COX3" 8781 9566 71 0
"37105" "Coilia_nasus_NC_009579" "ND3" 9637 9987 68 71
"37106" "Coilia_nasus_NC_009579" "ND4L" 10055 10352 -7 68
"37107" "Coilia_nasus_NC_009579" "ND4" 10345 11726 210 -7
"37108" "Coilia_nasus_NC_009579" "ND5" 11936 13772 -4 210
"37109" "Coilia_nasus_NC_009579" "ND6" 13768 14290 75 -4
"37110" "Coilia_nasus_NC_009579" "CytB" 14365 15506 34494 75
"37111" "Coilia_nasus_NC_019625" "ND1" 2857 3832 211 2857
"37112" "Coilia_nasus_NC_019625" "ND2" 4043 5088 385 211
"37113" "Coilia_nasus_NC_019625" "COX1" 5473 7018 155 385
"37114" "Coilia_nasus_NC_019625" "COX2" 7173 7864 74 155
"37115" "Coilia_nasus_NC_019625" "ATP8" 7938 8106 -10 74
"37116" "Coilia_nasus_NC_019625" "ATP6" 8096 8780 -1 -10
"37117" "Coilia_nasus_NC_019625" "COX3" 8779 9564 71 -1
"37118" "Coilia_nasus_NC_019625" "ND3" 9635 9984 69 71
"37119" "Coilia_nasus_NC_019625" "ND4L" 10053 10350 -7 69
"37120" "Coilia_nasus_NC_019625" "ND4" 10343 11724 210 -7
"37121" "Coilia_nasus_NC_019625" "ND5" 11934 13770 -4 210
"37122" "Coilia_nasus_NC_019625" "ND6" 13766 14288 75 -4
"37123" "Coilia_nasus_NC_019625" "CytB" 14363 15504 34496 75
"44534" "Coilia_reynaldi" "ND1" 2857 3832 211 2857
"44535" "Coilia_reynaldi" "ND2" 4043 5089 384 211
"44536" "Coilia_reynaldi" "COX1" 5473 7018 155 384
"44537" "Coilia_reynaldi" "COX2" 7173 7864 74 155
"44538" "Coilia_reynaldi" "ATP8" 7938 8106 -10 74
"44539" "Coilia_reynaldi" "ATP6" 8096 8780 -1 -10
"44540" "Coilia_reynaldi" "COX3" 8779 9564 71 -1
"44541" "Coilia_reynaldi" "ND3" 9635 9984 70 71
"44542" "Coilia_reynaldi" "ND4L" 10054 10351 -7 70
"44543" "Coilia_reynaldi" "ND4" 10344 11725 210 -7
"44544" "Coilia_reynaldi" "ND5" 11935 13771 -4 210
"44545" "Coilia_reynaldi" "ND6" 13767 14289 74 -4
"44546" "Coilia_reynaldi" "CytB" 14363 15504 34496 74
"11196" "Coleonyx_variegatus" "ND1" 2691 3657 219 2691
"11197" "Coleonyx_variegatus" "ND2" 3876 4918 376 219
"11198" "Coleonyx_variegatus" "COX1" 5294 6848 132 376
"11199" "Coleonyx_variegatus" "COX2" 6980 7668 68 132
"11200" "Coleonyx_variegatus" "ATP8" 7736 7898 -10 68
"11201" "Coleonyx_variegatus" "ATP6" 7888 8568 0 -10
"11202" "Coleonyx_variegatus" "COX3" 8568 9352 68 0
"11203" "Coleonyx_variegatus" "ND3" 9420 9768 68 68
"11204" "Coleonyx_variegatus" "ND4L" 9836 10133 -7 68
"11205" "Coleonyx_variegatus" "ND4" 10126 11488 212 -7
"11206" "Coleonyx_variegatus" "ND5" 11700 13521 -15 212
"11207" "Coleonyx_variegatus" "ND6" 13506 14028 76 -15
"11208" "Coleonyx_variegatus" "CytB" 14104 15243 34757 76
"2612" "Colinus_virginianus" "ND1" 3977 4952 213 3977
"2613" "Colinus_virginianus" "ND2" 5165 6204 368 213
"2614" "Colinus_virginianus" "COX1" 6572 8123 139 368
"2615" "Colinus_virginianus" "COX2" 8262 8946 71 139
"2616" "Colinus_virginianus" "ATP8" 9017 9182 -10 71
"2617" "Colinus_virginianus" "ATP6" 9172 9856 -1 -10
"2618" "Colinus_virginianus" "COX3" 9855 10639 70 -1
"2619" "Colinus_virginianus" "ND3" 10709 11061 69 70
"2620" "Colinus_virginianus" "ND4L" 11130 11427 -7 69
"2621" "Colinus_virginianus" "ND4" 11420 12798 208 -7
"2622" "Colinus_virginianus" "ND5" 13006 14815 4 208
"2623" "Colinus_virginianus" "CytB" 14819 15962 149 4
"2624" "Colinus_virginianus" "ND6" 16111 16633 33367 149
"47398" "Colistium_nudipinnis" "ND1" 2867 3842 214 2867
"47399" "Colistium_nudipinnis" "ND2" 4056 5105 385 214
"47400" "Colistium_nudipinnis" "COX1" 5490 7041 149 385
"47401" "Colistium_nudipinnis" "COX2" 7190 7881 75 149
"47402" "Colistium_nudipinnis" "ATP8" 7956 8124 -10 75
"47403" "Colistium_nudipinnis" "ATP6" 8114 8798 -1 -10
"47404" "Colistium_nudipinnis" "COX3" 8797 9582 72 -1
"47405" "Colistium_nudipinnis" "ND3" 9654 10003 69 72
"47406" "Colistium_nudipinnis" "ND4L" 10072 10369 -7 69
"47407" "Colistium_nudipinnis" "ND4" 10362 11743 213 -7
"47408" "Colistium_nudipinnis" "ND5" 11956 13795 -4 213
"47409" "Colistium_nudipinnis" "ND6" 13791 14313 70 -4
"47410" "Colistium_nudipinnis" "CytB" 14383 15527 34473 70
"29845" "Collichthys_lucidus" "ND1" 2859 3834 214 2859
"29846" "Collichthys_lucidus" "ND2" 4048 5094 392 214
"29847" "Collichthys_lucidus" "COX1" 5486 7043 147 392
"29848" "Collichthys_lucidus" "COX2" 7190 7881 76 147
"29849" "Collichthys_lucidus" "ATP8" 7957 8125 -10 76
"29850" "Collichthys_lucidus" "ATP6" 8115 8799 -1 -10
"29851" "Collichthys_lucidus" "COX3" 8798 9583 71 -1
"29852" "Collichthys_lucidus" "ND3" 9654 10003 69 71
"29853" "Collichthys_lucidus" "ND4L" 10072 10369 -7 69
"29854" "Collichthys_lucidus" "ND4" 10362 11743 214 -7
"29855" "Collichthys_lucidus" "ND5" 11957 13796 -4 214
"29856" "Collichthys_lucidus" "ND6" 13792 14311 73 -4
"29857" "Collichthys_lucidus" "CytB" 14384 15525 34475 73
"29858" "Collichthys_niveatus" "ND1" 2863 3838 214 2863
"29859" "Collichthys_niveatus" "ND2" 4052 5098 390 214
"29860" "Collichthys_niveatus" "COX1" 5488 7045 147 390
"29861" "Collichthys_niveatus" "COX2" 7192 7883 76 147
"29862" "Collichthys_niveatus" "ATP8" 7959 8127 -10 76
"29863" "Collichthys_niveatus" "ATP6" 8117 8801 -1 -10
"29864" "Collichthys_niveatus" "COX3" 8800 9585 71 -1
"29865" "Collichthys_niveatus" "ND3" 9656 10005 69 71
"29866" "Collichthys_niveatus" "ND4L" 10074 10371 -7 69
"29867" "Collichthys_niveatus" "ND4" 10364 11745 213 -7
"29868" "Collichthys_niveatus" "ND5" 11958 13797 -4 213
"29869" "Collichthys_niveatus" "ND6" 13793 14312 73 -4
"29870" "Collichthys_niveatus" "CytB" 14385 15526 34474 73
"7724" "Colobus_guereza" "ND1" 2733 3690 205 2733
"7725" "Colobus_guereza" "ND2" 3895 4939 396 205
"7726" "Colobus_guereza" "COX1" 5335 6880 139 396
"7727" "Colobus_guereza" "COX2" 7019 7703 117 139
"7728" "Colobus_guereza" "ATP8" 7820 8027 -46 117
"7729" "Colobus_guereza" "ATP6" 7981 8662 -1 -46
"7730" "Colobus_guereza" "COX3" 8661 9445 69 -1
"7731" "Colobus_guereza" "ND3" 9514 9860 65 69
"7732" "Colobus_guereza" "ND4L" 9925 10222 -7 65
"7733" "Colobus_guereza" "ND4" 10215 11593 205 -7
"7734" "Colobus_guereza" "ND5" 11798 13604 0 205
"7735" "Colobus_guereza" "ND6" 13604 14129 73 0
"7736" "Colobus_guereza" "CytB" 14202 15343 34657 73
"38424" "Coloconger_cadenati" "ND1" 2856 3825 211 2856
"38425" "Coloconger_cadenati" "ND2" 4036 5081 396 211
"38426" "Coloconger_cadenati" "COX1" 5477 7073 139 396
"38427" "Coloconger_cadenati" "COX2" 7212 7903 79 139
"38428" "Coloconger_cadenati" "ATP8" 7982 8150 -10 79
"38429" "Coloconger_cadenati" "ATP6" 8140 8823 0 -10
"38430" "Coloconger_cadenati" "COX3" 8823 9608 72 0
"38431" "Coloconger_cadenati" "ND3" 9680 10029 70 72
"38432" "Coloconger_cadenati" "ND4L" 10099 10396 -7 70
"38433" "Coloconger_cadenati" "ND4" 10389 11770 211 -7
"38434" "Coloconger_cadenati" "ND5" 11981 13823 67 211
"38435" "Coloconger_cadenati" "CytB" 13890 15030 1098 67
"38436" "Coloconger_cadenati" "ND6" 16128 16647 33353 1098
"20807" "Cololabis_saira" "ND1" 2835 3810 211 2835
"20808" "Cololabis_saira" "ND2" 4021 5067 383 211
"20809" "Cololabis_saira" "COX1" 5450 7004 159 383
"20810" "Cololabis_saira" "COX2" 7163 7854 74 159
"20811" "Cololabis_saira" "ATP8" 7928 8096 -10 74
"20812" "Cololabis_saira" "ATP6" 8086 8769 0 -10
"20813" "Cololabis_saira" "COX3" 8769 9554 71 0
"20814" "Cololabis_saira" "ND3" 9625 9974 70 71
"20815" "Cololabis_saira" "ND4L" 10044 10341 -7 70
"20816" "Cololabis_saira" "ND4" 10334 11715 214 -7
"20817" "Cololabis_saira" "ND5" 11929 13765 -4 214
"20818" "Cololabis_saira" "ND6" 13761 14283 74 -4
"20819" "Cololabis_saira" "CytB" 14357 15498 34502 74
"41909" "Colomesus_asellus" "ND1" 2831 3806 212 2831
"41910" "Colomesus_asellus" "ND2" 4018 5073 382 212
"41911" "Colomesus_asellus" "COX1" 5455 7015 140 382
"41912" "Colomesus_asellus" "COX2" 7155 7846 74 140
"41913" "Colomesus_asellus" "ATP8" 7920 8088 -10 74
"41914" "Colomesus_asellus" "ATP6" 8078 8761 0 -10
"41915" "Colomesus_asellus" "COX3" 8761 9546 71 0
"41916" "Colomesus_asellus" "ND3" 9617 9966 70 71
"41917" "Colomesus_asellus" "ND4L" 10036 10333 -7 70
"41918" "Colomesus_asellus" "ND4" 10326 11707 213 -7
"41919" "Colomesus_asellus" "ND5" 11920 13789 -5 213
"41920" "Colomesus_asellus" "ND6" 13784 14306 73 -5
"41921" "Colomesus_asellus" "CytB" 14379 15516 34484 73
"44404" "Colomesus_psittacus" "ND1" 2832 3807 212 2832
"44405" "Colomesus_psittacus" "ND2" 4019 5065 382 212
"44406" "Colomesus_psittacus" "COX1" 5447 7007 140 382
"44407" "Colomesus_psittacus" "COX2" 7147 7838 74 140
"44408" "Colomesus_psittacus" "ATP8" 7912 8080 -10 74
"44409" "Colomesus_psittacus" "ATP6" 8070 8753 0 -10
"44410" "Colomesus_psittacus" "COX3" 8753 9538 71 0
"44411" "Colomesus_psittacus" "ND3" 9609 9958 70 71
"44412" "Colomesus_psittacus" "ND4L" 10028 10325 -7 70
"44413" "Colomesus_psittacus" "ND4" 10318 11699 213 -7
"44414" "Colomesus_psittacus" "ND5" 11912 13781 -5 213
"44415" "Colomesus_psittacus" "ND6" 13776 14298 73 -5
"44416" "Colomesus_psittacus" "CytB" 14371 15508 34492 73
"2495" "Columba_livia" "ND1" 2785 3751 232 2785
"2496" "Columba_livia" "ND2" 3983 5023 357 232
"2497" "Columba_livia" "COX1" 5380 6931 138 357
"2498" "Columba_livia" "COX2" 7069 7753 73 138
"2499" "Columba_livia" "ATP8" 7826 7994 -10 73
"2500" "Columba_livia" "ATP6" 7984 8668 -1 -10
"2501" "Columba_livia" "COX3" 8667 9451 69 -1
"2502" "Columba_livia" "ND3" 9520 9872 71 69
"2503" "Columba_livia" "ND4L" 9943 10240 -7 71
"2504" "Columba_livia" "ND4" 10233 11611 206 -7
"2505" "Columba_livia" "ND5" 11817 13632 11 206
"2506" "Columba_livia" "CytB" 13643 14786 190 11
"2507" "Columba_livia" "ND6" 14976 15498 34502 190
"21613" "Condylura_cristata" "ND1" 2764 3719 209 2764
"21614" "Condylura_cristata" "ND2" 3928 4970 388 209
"21615" "Condylura_cristata" "COX1" 5358 6903 148 388
"21616" "Condylura_cristata" "COX2" 7051 7735 77 148
"21617" "Condylura_cristata" "ATP8" 7812 8016 -43 77
"21618" "Condylura_cristata" "ATP6" 7973 8654 -1 -43
"21619" "Condylura_cristata" "COX3" 8653 9437 69 -1
"21620" "Condylura_cristata" "ND3" 9506 9852 68 69
"21621" "Condylura_cristata" "ND4L" 9920 10217 -7 68
"21622" "Condylura_cristata" "ND4" 10210 11588 201 -7
"21623" "Condylura_cristata" "ND5" 11789 13610 -17 201
"21624" "Condylura_cristata" "ND6" 13593 14121 67 -17
"21625" "Condylura_cristata" "CytB" 14188 15334 34666 67
"17087" "Conger_japonicus" "ND1" 2859 3828 219 2859
"17088" "Conger_japonicus" "ND2" 4047 5092 392 219
"17089" "Conger_japonicus" "COX1" 5484 7050 150 392
"17090" "Conger_japonicus" "COX2" 7200 7891 79 150
"17091" "Conger_japonicus" "ATP8" 7970 8138 -10 79
"17092" "Conger_japonicus" "ATP6" 8128 8812 -1 -10
"17093" "Conger_japonicus" "COX3" 8811 9596 72 -1
"17094" "Conger_japonicus" "ND3" 9668 10017 70 72
"17095" "Conger_japonicus" "ND4L" 10087 10384 -7 70
"17096" "Conger_japonicus" "ND4" 10377 11758 212 -7
"17097" "Conger_japonicus" "ND5" 11970 13812 20 212
"17098" "Conger_japonicus" "CytB" 13832 14974 1535 20
"17099" "Conger_japonicus" "ND6" 16509 17025 32975 1535
"637" "Conger_myriaster" "ND1" 2858 3827 219 2858
"638" "Conger_myriaster" "ND2" 4046 5091 395 219
"639" "Conger_myriaster" "COX1" 5486 7052 158 395
"640" "Conger_myriaster" "COX2" 7210 7901 79 158
"641" "Conger_myriaster" "ATP8" 7980 8148 -10 79
